building_name,city,province,region,country,window_count,window_type,access_method,service_type,frequency,labour_rate_cad,margin_pct,base_minutes_per_window,service_multiplier,access_multiplier,frequency_discount,total_labour_minutes,labour_cost_cad,materials_cost_cad,subtotal_cad,margin_amount_cad,final_price_cad,per_window_cost_cad,visits_per_year,annual_total_cad
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,22.0,35.0,6,0.55,1.0,0.7,39.6,10.16,0.81,10.98,3.84,14.82,1.23,52,770.59
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,22.0,40.0,6,0.55,1.0,0.7,39.6,10.16,0.81,10.98,4.39,15.37,1.28,52,799.13
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,24.0,25.0,6,0.55,1.0,0.7,39.6,11.09,0.89,11.98,2.99,14.97,1.25,52,778.38
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,24.0,30.0,6,0.55,1.0,0.7,39.6,11.09,0.89,11.98,3.59,15.57,1.3,52,809.51
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,24.0,35.0,6,0.55,1.0,0.7,39.6,11.09,0.89,11.98,4.19,16.17,1.35,52,840.65
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,24.0,40.0,6,0.55,1.0,0.7,39.6,11.09,0.89,11.98,4.79,16.77,1.4,52,871.78
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,26.0,25.0,6,0.55,1.0,0.7,39.6,12.01,0.96,12.97,3.24,16.22,1.35,52,843.24
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,26.0,30.0,6,0.55,1.0,0.7,39.6,12.01,0.96,12.97,3.89,16.86,1.41,52,876.97
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,26.0,35.0,6,0.55,1.0,0.7,39.6,12.01,0.96,12.97,4.54,17.51,1.46,52,910.7
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,exterior_only,weekly,26.0,40.0,6,0.55,1.0,0.7,39.6,12.01,0.96,12.97,5.19,18.16,1.51,52,944.43
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,20.0,25.0,6,1.0,1.0,1.0,72.0,24.0,1.92,25.92,6.48,32.4,2.7,1,32.4
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,20.0,30.0,6,1.0,1.0,1.0,72.0,24.0,1.92,25.92,7.78,33.7,2.81,1,33.7
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,20.0,35.0,6,1.0,1.0,1.0,72.0,24.0,1.92,25.92,9.07,34.99,2.92,1,34.99
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,20.0,40.0,6,1.0,1.0,1.0,72.0,24.0,1.92,25.92,10.37,36.29,3.02,1,36.29
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,22.0,25.0,6,1.0,1.0,1.0,72.0,26.4,2.11,28.51,7.13,35.64,2.97,1,35.64
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,22.0,30.0,6,1.0,1.0,1.0,72.0,26.4,2.11,28.51,8.55,37.07,3.09,1,37.07
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,22.0,35.0,6,1.0,1.0,1.0,72.0,26.4,2.11,28.51,9.98,38.49,3.21,1,38.49
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,22.0,40.0,6,1.0,1.0,1.0,72.0,26.4,2.11,28.51,11.4,39.92,3.33,1,39.92
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,24.0,25.0,6,1.0,1.0,1.0,72.0,28.8,2.3,31.1,7.78,38.88,3.24,1,38.88
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,24.0,30.0,6,1.0,1.0,1.0,72.0,28.8,2.3,31.1,9.33,40.44,3.37,1,40.44
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,24.0,35.0,6,1.0,1.0,1.0,72.0,28.8,2.3,31.1,10.89,41.99,3.5,1,41.99
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,24.0,40.0,6,1.0,1.0,1.0,72.0,28.8,2.3,31.1,12.44,43.55,3.63,1,43.55
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,26.0,25.0,6,1.0,1.0,1.0,72.0,31.2,2.5,33.7,8.42,42.12,3.51,1,42.12
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,26.0,30.0,6,1.0,1.0,1.0,72.0,31.2,2.5,33.7,10.11,43.8,3.65,1,43.8
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,26.0,35.0,6,1.0,1.0,1.0,72.0,31.2,2.5,33.7,11.79,45.49,3.79,1,45.49
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,one_time,26.0,40.0,6,1.0,1.0,1.0,72.0,31.2,2.5,33.7,13.48,47.17,3.93,1,47.17
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,20.0,25.0,6,1.0,1.0,0.9,72.0,21.6,1.73,23.33,5.83,29.16,2.43,4,116.64
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,20.0,30.0,6,1.0,1.0,0.9,72.0,21.6,1.73,23.33,7.0,30.33,2.53,4,121.31
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,20.0,35.0,6,1.0,1.0,0.9,72.0,21.6,1.73,23.33,8.16,31.49,2.62,4,125.97
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,20.0,40.0,6,1.0,1.0,0.9,72.0,21.6,1.73,23.33,9.33,32.66,2.72,4,130.64
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,22.0,25.0,6,1.0,1.0,0.9,72.0,23.76,1.9,25.66,6.42,32.08,2.67,4,128.3
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,22.0,30.0,6,1.0,1.0,0.9,72.0,23.76,1.9,25.66,7.7,33.36,2.78,4,133.44
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,22.0,35.0,6,1.0,1.0,0.9,72.0,23.76,1.9,25.66,8.98,34.64,2.89,4,138.57
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,22.0,40.0,6,1.0,1.0,0.9,72.0,23.76,1.9,25.66,10.26,35.93,2.99,4,143.7
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,24.0,25.0,6,1.0,1.0,0.9,72.0,25.92,2.07,27.99,7.0,34.99,2.92,4,139.97
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,24.0,30.0,6,1.0,1.0,0.9,72.0,25.92,2.07,27.99,8.4,36.39,3.03,4,145.57
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,24.0,35.0,6,1.0,1.0,0.9,72.0,25.92,2.07,27.99,9.8,37.79,3.15,4,151.17
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,24.0,40.0,6,1.0,1.0,0.9,72.0,25.92,2.07,27.99,11.2,39.19,3.27,4,156.76
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,26.0,25.0,6,1.0,1.0,0.9,72.0,28.08,2.25,30.33,7.58,37.91,3.16,4,151.63
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,26.0,30.0,6,1.0,1.0,0.9,72.0,28.08,2.25,30.33,9.1,39.42,3.29,4,157.7
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,26.0,35.0,6,1.0,1.0,0.9,72.0,28.08,2.25,30.33,10.61,40.94,3.41,4,163.76
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,quarterly,26.0,40.0,6,1.0,1.0,0.9,72.0,28.08,2.25,30.33,12.13,42.46,3.54,4,169.83
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,20.0,25.0,6,1.0,1.0,0.8,72.0,19.2,1.54,20.74,5.18,25.92,2.16,12,311.04
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,20.0,30.0,6,1.0,1.0,0.8,72.0,19.2,1.54,20.74,6.22,26.96,2.25,12,323.48
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,20.0,35.0,6,1.0,1.0,0.8,72.0,19.2,1.54,20.74,7.26,27.99,2.33,12,335.92
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,20.0,40.0,6,1.0,1.0,0.8,72.0,19.2,1.54,20.74,8.29,29.03,2.42,12,348.36
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,22.0,25.0,6,1.0,1.0,0.8,72.0,21.12,1.69,22.81,5.7,28.51,2.38,12,342.14
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,22.0,30.0,6,1.0,1.0,0.8,72.0,21.12,1.69,22.81,6.84,29.65,2.47,12,355.83
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,22.0,35.0,6,1.0,1.0,0.8,72.0,21.12,1.69,22.81,7.98,30.79,2.57,12,369.52
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,22.0,40.0,6,1.0,1.0,0.8,72.0,21.12,1.69,22.81,9.12,31.93,2.66,12,383.2
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,24.0,25.0,6,1.0,1.0,0.8,72.0,23.04,1.84,24.88,6.22,31.1,2.59,12,373.25
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,24.0,30.0,6,1.0,1.0,0.8,72.0,23.04,1.84,24.88,7.46,32.35,2.7,12,388.18
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,24.0,35.0,6,1.0,1.0,0.8,72.0,23.04,1.84,24.88,8.71,33.59,2.8,12,403.11
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,24.0,40.0,6,1.0,1.0,0.8,72.0,23.04,1.84,24.88,9.95,34.84,2.9,12,418.04
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,26.0,25.0,6,1.0,1.0,0.8,72.0,24.96,2.0,26.96,6.74,33.7,2.81,12,404.35
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,26.0,30.0,6,1.0,1.0,0.8,72.0,24.96,2.0,26.96,8.09,35.04,2.92,12,420.53
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,26.0,35.0,6,1.0,1.0,0.8,72.0,24.96,2.0,26.96,9.43,36.39,3.03,12,436.7
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,monthly,26.0,40.0,6,1.0,1.0,0.8,72.0,24.96,2.0,26.96,10.78,37.74,3.14,12,452.87
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,20.0,25.0,6,1.0,1.0,0.7,72.0,16.8,1.34,18.14,4.54,22.68,1.89,52,1179.36
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,20.0,30.0,6,1.0,1.0,0.7,72.0,16.8,1.34,18.14,5.44,23.59,1.97,52,1226.53
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,20.0,35.0,6,1.0,1.0,0.7,72.0,16.8,1.34,18.14,6.35,24.49,2.04,52,1273.71
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,20.0,40.0,6,1.0,1.0,0.7,72.0,16.8,1.34,18.14,7.26,25.4,2.12,52,1320.88
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,22.0,25.0,6,1.0,1.0,0.7,72.0,18.48,1.48,19.96,4.99,24.95,2.08,52,1297.3
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,22.0,30.0,6,1.0,1.0,0.7,72.0,18.48,1.48,19.96,5.99,25.95,2.16,52,1349.19
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,22.0,35.0,6,1.0,1.0,0.7,72.0,18.48,1.48,19.96,6.99,26.94,2.25,52,1401.08
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,22.0,40.0,6,1.0,1.0,0.7,72.0,18.48,1.48,19.96,7.98,27.94,2.33,52,1452.97
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,24.0,25.0,6,1.0,1.0,0.7,72.0,20.16,1.61,21.77,5.44,27.22,2.27,52,1415.23
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,24.0,30.0,6,1.0,1.0,0.7,72.0,20.16,1.61,21.77,6.53,28.3,2.36,52,1471.84
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,24.0,35.0,6,1.0,1.0,0.7,72.0,20.16,1.61,21.77,7.62,29.39,2.45,52,1528.45
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,24.0,40.0,6,1.0,1.0,0.7,72.0,20.16,1.61,21.77,8.71,30.48,2.54,52,1585.06
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,26.0,25.0,6,1.0,1.0,0.7,72.0,21.84,1.75,23.59,5.9,29.48,2.46,52,1533.17
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,26.0,30.0,6,1.0,1.0,0.7,72.0,21.84,1.75,23.59,7.08,30.66,2.56,52,1594.49
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,26.0,35.0,6,1.0,1.0,0.7,72.0,21.84,1.75,23.59,8.26,31.84,2.65,52,1655.82
Retail Storefront - North Bay Downtown,North Bay,Ontario,Northern Ontario,Canada,12,storefront,ground_level,both,weekly,26.0,40.0,6,1.0,1.0,0.7,72.0,21.84,1.75,23.59,9.43,33.02,2.75,52,1717.15
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,20.0,25.0,5,0.45,1.0,1.0,67.5,22.5,1.8,24.3,6.08,30.38,1.01,1,30.38
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,20.0,30.0,5,0.45,1.0,1.0,67.5,22.5,1.8,24.3,7.29,31.59,1.05,1,31.59
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,20.0,35.0,5,0.45,1.0,1.0,67.5,22.5,1.8,24.3,8.5,32.8,1.09,1,32.8
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,20.0,40.0,5,0.45,1.0,1.0,67.5,22.5,1.8,24.3,9.72,34.02,1.13,1,34.02
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,22.0,25.0,5,0.45,1.0,1.0,67.5,24.75,1.98,26.73,6.68,33.41,1.11,1,33.41
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,22.0,30.0,5,0.45,1.0,1.0,67.5,24.75,1.98,26.73,8.02,34.75,1.16,1,34.75
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,22.0,35.0,5,0.45,1.0,1.0,67.5,24.75,1.98,26.73,9.36,36.09,1.2,1,36.09
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,22.0,40.0,5,0.45,1.0,1.0,67.5,24.75,1.98,26.73,10.69,37.42,1.25,1,37.42
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,24.0,25.0,5,0.45,1.0,1.0,67.5,27.0,2.16,29.16,7.29,36.45,1.22,1,36.45
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,24.0,30.0,5,0.45,1.0,1.0,67.5,27.0,2.16,29.16,8.75,37.91,1.26,1,37.91
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,24.0,35.0,5,0.45,1.0,1.0,67.5,27.0,2.16,29.16,10.21,39.37,1.31,1,39.37
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,24.0,40.0,5,0.45,1.0,1.0,67.5,27.0,2.16,29.16,11.66,40.82,1.36,1,40.82
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,26.0,25.0,5,0.45,1.0,1.0,67.5,29.25,2.34,31.59,7.9,39.49,1.32,1,39.49
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,26.0,30.0,5,0.45,1.0,1.0,67.5,29.25,2.34,31.59,9.48,41.07,1.37,1,41.07
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,26.0,35.0,5,0.45,1.0,1.0,67.5,29.25,2.34,31.59,11.06,42.65,1.42,1,42.65
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,one_time,26.0,40.0,5,0.45,1.0,1.0,67.5,29.25,2.34,31.59,12.64,44.23,1.47,1,44.23
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,20.0,25.0,5,0.45,1.0,0.9,67.5,20.25,1.62,21.87,5.47,27.34,0.91,4,109.35
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,20.0,30.0,5,0.45,1.0,0.9,67.5,20.25,1.62,21.87,6.56,28.43,0.95,4,113.72
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,20.0,35.0,5,0.45,1.0,0.9,67.5,20.25,1.62,21.87,7.65,29.52,0.98,4,118.1
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,20.0,40.0,5,0.45,1.0,0.9,67.5,20.25,1.62,21.87,8.75,30.62,1.02,4,122.47
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,22.0,25.0,5,0.45,1.0,0.9,67.5,22.28,1.78,24.06,6.01,30.07,1.0,4,120.29
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,22.0,30.0,5,0.45,1.0,0.9,67.5,22.28,1.78,24.06,7.22,31.27,1.04,4,125.1
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,22.0,35.0,5,0.45,1.0,0.9,67.5,22.28,1.78,24.06,8.42,32.48,1.08,4,129.91
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,22.0,40.0,5,0.45,1.0,0.9,67.5,22.28,1.78,24.06,9.62,33.68,1.12,4,134.72
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,24.0,25.0,5,0.45,1.0,0.9,67.5,24.3,1.94,26.24,6.56,32.8,1.09,4,131.22
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,24.0,30.0,5,0.45,1.0,0.9,67.5,24.3,1.94,26.24,7.87,34.12,1.14,4,136.47
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,24.0,35.0,5,0.45,1.0,0.9,67.5,24.3,1.94,26.24,9.19,35.43,1.18,4,141.72
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,24.0,40.0,5,0.45,1.0,0.9,67.5,24.3,1.94,26.24,10.5,36.74,1.22,4,146.97
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,26.0,25.0,5,0.45,1.0,0.9,67.5,26.32,2.11,28.43,7.11,35.54,1.18,4,142.15
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,26.0,30.0,5,0.45,1.0,0.9,67.5,26.32,2.11,28.43,8.53,36.96,1.23,4,147.84
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,26.0,35.0,5,0.45,1.0,0.9,67.5,26.32,2.11,28.43,9.95,38.38,1.28,4,153.53
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,quarterly,26.0,40.0,5,0.45,1.0,0.9,67.5,26.32,2.11,28.43,11.37,39.8,1.33,4,159.21
Medical Clinic - Cassells Street,North Bay,Ontario,Northern Ontario,Canada,30,double_pane,ground_level,interior_only,monthly,20.0,25.0,5,0.45,1.0,0.8,67.5,18.0,1.44,19.44,4.86,24.3,0.81,12,291.6
